Customer ID,Age,Gender,Purchase Amount (USD),Location,Season,Subscription Status,Payment Method,Previous Purchases,Preferred Payment Method,Frequency of Purchases
1896,31,Male,61,Washington,Fall,No,Debit Card,3,Debit Card,Monthly
1897,57,Male,51,Nevada,Fall,No,Cash,19,Venmo,Monthly
1898,53,Male,97,Alaska,Winter,No,Venmo,11,Debit Card,Fortnightly
1899,59,Male,97,Texas,Fall,No,PayPal,25,Venmo,Monthly
1900,32,Male,40,New York,Winter,No,Venmo,42,PayPal,Weekly
1901,65,Male,85,Iowa,Summer,No,Debit Card,34,Cash,Quarterly
1902,56,Male,76,Arizona,Winter,No,Venmo,50,Cash,Quarterly
1903,31,Male,22,New Mexico,Spring,No,Bank Transfer,21,Venmo,Monthly
1904,59,Male,63,North Carolina,Summer,No,Bank Transfer,37,Bank Transfer,Weekly
1905,22,Male,71,Nevada,Spring,No,PayPal,46,Cash,Monthly
1906,47,Male,35,Idaho,Summer,No,Debit Card,14,Bank Transfer,Fortnightly
1907,23,Male,30,Vermont,Spring,No,Bank Transfer,24,PayPal,Fortnightly
1908,69,Male,74,New Mexico,Fall,No,Cash,36,Credit Card,Every 3 Months
1909,18,Male,71,Georgia,Winter,No,Credit Card,19,Debit Card,Bi-Weekly
1910,50,Male,84,Kentucky,Spring,No,PayPal,12,Credit Card,Monthly
1911,29,Male,38,New York,Fall,No,Venmo,13,Debit Card,Quarterly
1912,65,Male,81,Arizona,Spring,No,Credit Card,32,Debit Card,Bi-Weekly
1913,29,Male,56,Colorado,Winter,No,Cash,5,Credit Card,Bi-Weekly
1914,49,Male,48,Kentucky,Winter,No,Venmo,29,Cash,Annually
1915,28,Male,97,Alaska,Fall,No,Venmo,40,Credit Card,Fortnightly
1916,51,Male,74,Alabama,Fall,No,PayPal,44,Cash,Weekly
1917,26,Male,50,Connecticut,Winter,No,PayPal,3,Debit Card,Bi-Weekly
1918,38,Male,71,Hawaii,Winter,No,Venmo,35,PayPal,Bi-Weekly
1919,35,Male,33,Idaho,Summer,No,PayPal,33,Debit Card,Monthly
1920,34,Male,56,Virginia,Summer,No,Credit Card,20,PayPal,Bi-Weekly
1921,51,Male,84,Connecticut,Spring,No,Bank Transfer,40,Cash,Every 3 Months
1922,47,Male,36,Michigan,Fall,No,Cash,13,Venmo,Annually
1923,18,Male,63,Kentucky,Summer,No,PayPal,9,PayPal,Monthly
1924,64,Male,36,Nebraska,Summer,No,PayPal,7,Cash,Annually
1925,30,Male,63,Michigan,Fall,No,Venmo,42,PayPal,Quarterly
1926,59,Male,32,Utah,Winter,No,Venmo,44,Credit Card,Fortnightly
1927,66,Male,93,New Mexico,Spring,No,Venmo,6,PayPal,Annually
1928,40,Male,29,Florida,Summer,No,Debit Card,8,Cash,Every 3 Months
1929,25,Male,92,Mississippi,Summer,No,PayPal,10,PayPal,Weekly
1930,59,Male,33,Hawaii,Fall,No,Debit Card,46,Venmo,Quarterly
1931,66,Male,52,North Carolina,Spring,No,Bank Transfer,26,Cash,Weekly
1932,54,Male,42,Illinois,Spring,No,PayPal,6,Debit Card,Every 3 Months
1933,42,Male,36,Maryland,Spring,No,Cash,47,Credit Card,Every 3 Months
1934,48,Male,67,Montana,Summer,No,Cash,28,Venmo,Annually
1935,34,Male,43,Michigan,Winter,No,Debit Card,23,Bank Transfer,Annually
1936,19,Male,68,North Carolina,Spring,No,Debit Card,45,Cash,Fortnightly
1937,70,Male,60,Minnesota,Summer,No,PayPal,44,PayPal,Every 3 Months
1938,43,Male,53,Delaware,Summer,No,Venmo,11,Bank Transfer,Monthly
1939,46,Male,23,Kentucky,Spring,No,Bank Transfer,39,Debit Card,Bi-Weekly
1940,66,Male,57,Ohio,Winter,No,Bank Transfer,20,PayPal,Every 3 Months
1941,50,Male,89,Alaska,Fall,No,Venmo,48,PayPal,Fortnightly
1942,55,Male,99,Vermont,Winter,No,PayPal,46,Credit Card,Quarterly
1943,63,Male,28,Alabama,Fall,No,Credit Card,22,PayPal,Monthly
1944,32,Male,53,Wisconsin,Summer,No,Debit Card,45,Cash,Annually
1945,30,Male,45,Arkansas,Winter,No,Debit Card,49,Cash,Every 3 Months
1946,35,Male,38,Georgia,Winter,No,Debit Card,9,Credit Card,Every 3 Months
1947,59,Male,49,Louisiana,Summer,No,Bank Transfer,41,Credit Card,Quarterly
1948,59,Male,32,New York,Summer,No,Debit Card,2,PayPal,Monthly
1949,54,Male,37,Connecticut,Winter,No,Debit Card,39,PayPal,Bi-Weekly
1950,63,Male,80,Nebraska,Winter,No,Venmo,12,PayPal,Quarterly
1951,43,Male,78,Arkansas,Summer,No,Cash,26,PayPal,Every 3 Months
1952,33,Male,53,Connecticut,Summer,No,Bank Transfer,32,Bank Transfer,Bi-Weekly
1953,57,Male,82,Maryland,Summer,No,PayPal,50,Cash,Bi-Weekly
1954,25,Male,33,Colorado,Spring,No,Cash,3,PayPal,Fortnightly
1955,26,Male,77,Colorado,Winter,No,Bank Transfer,3,Venmo,Quarterly
1956,50,Male,56,Maine,Winter,No,Credit Card,37,Cash,Monthly
1957,70,Male,37,Oklahoma,Winter,No,Cash,20,Credit Card,Fortnightly
1958,68,Male,54,South Carolina,Spring,No,Venmo,26,Cash,Bi-Weekly
1959,39,Male,67,Nevada,Winter,No,Cash,47,Cash,Quarterly
1960,46,Male,90,Colorado,Fall,No,Credit Card,7,Credit Card,Every 3 Months
1961,57,Male,72,Massachusetts,Summer,No,Bank Transfer,40,Credit Card,Annually
1962,47,Male,59,Nevada,Summer,No,Cash,45,Debit Card,Quarterly
1963,40,Male,45,Iowa,Fall,No,Debit Card,20,PayPal,Fortnightly
1964,52,Male,30,Michigan,Spring,No,Bank Transfer,11,Credit Card,Weekly
1965,40,Male,51,West Virginia,Summer,No,PayPal,50,Debit Card,Monthly
1966,67,Male,90,Indiana,Fall,No,Venmo,25,Debit Card,Quarterly
1967,67,Male,95,Indiana,Winter,No,Venmo,5,Credit Card,Fortnightly
1968,37,Male,81,Georgia,Fall,No,Venmo,4,Venmo,Annually
1969,67,Male,70,Minnesota,Spring,No,Credit Card,25,Credit Card,Weekly
1970,64,Male,32,Louisiana,Winter,No,PayPal,11,Bank Transfer,Fortnightly
1971,28,Male,94,Maryland,Spring,No,Debit Card,4,Credit Card,Bi-Weekly
1972,54,Male,29,Pennsylvania,Spring,No,PayPal,1,Venmo,Monthly
1973,54,Male,31,Louisiana,Summer,No,Debit Card,48,PayPal,Every 3 Months
1974,24,Male,20,Maryland,Fall,No,Debit Card,9,Venmo,Every 3 Months
1975,27,Male,44,Tennessee,Winter,No,Credit Card,2,PayPal,Fortnightly
1976,53,Male,77,Illinois,Fall,No,Credit Card,4,Cash,Quarterly
1977,32,Male,51,Wyoming,Spring,No,Debit Card,43,PayPal,Fortnightly
1978,24,Male,49,Florida,Summer,No,Debit Card,32,Bank Transfer,Annually
1979,45,Male,78,Massachusetts,Spring,No,Cash,1,Cash,Quarterly
1980,49,Male,98,Tennessee,Spring,No,PayPal,38,Debit Card,Fortnightly
1981,51,Male,94,Iowa,Winter,No,Venmo,25,PayPal,Fortnightly
1982,69,Male,91,Michigan,Summer,No,Cash,42,PayPal,Quarterly
1983,41,Male,77,Kansas,Summer,No,PayPal,32,PayPal,Monthly
1984,59,Male,97,Georgia,Summer,No,Credit Card,21,Debit Card,Quarterly
1985,26,Male,58,West Virginia,Summer,No,Bank Transfer,26,PayPal,Fortnightly
1986,23,Male,97,Tennessee,Spring,No,Cash,6,Credit Card,Fortnightly
1987,62,Male,48,Arkansas,Summer,No,Debit Card,14,Venmo,Quarterly
1988,69,Male,23,Vermont,Summer,No,Debit Card,4,Cash,Quarterly
1989,46,Male,79,Virginia,Winter,No,Credit Card,26,Bank Transfer,Weekly
1990,35,Male,42,Maryland,Spring,No,Cash,39,PayPal,Bi-Weekly
1991,32,Male,95,Connecticut,Spring,No,Debit Card,15,PayPal,Annually
1992,46,Male,29,Missouri,Summer,No,Venmo,1,Venmo,Every 3 Months
1993,33,Male,98,New Jersey,Winter,No,PayPal,28,Venmo,Monthly
1994,32,Male,96,Arkansas,Spring,No,Cash,17,Cash,Weekly
1995,33,Male,66,Nevada,Fall,No,Bank Transfer,24,Credit Card,Weekly
1996,67,Male,80,Missouri,Spring,No,Credit Card,29,Debit Card,Quarterly
1997,67,Male,27,South Dakota,Summer,No,Cash,18,Cash,Every 3 Months
1998,42,Male,25,Connecticut,Fall,No,PayPal,10,Debit Card,Bi-Weekly
1999,20,Male,45,Vermont,Fall,No,Debit Card,19,Cash,Quarterly
2000,39,Male,89,Tennessee,Winter,No,Credit Card,26,Debit Card,Monthly
2001,26,Male,27,California,Winter,No,Venmo,25,Cash,Bi-Weekly
2002,51,Male,90,Wyoming,Winter,No,Debit Card,2,Debit Card,Fortnightly
2003,31,Male,65,New York,Summer,No,Cash,19,PayPal,Every 3 Months
2004,68,Male,72,Maine,Spring,No,Venmo,32,Cash,Quarterly
2005,44,Male,70,Georgia,Fall,No,Cash,13,Cash,Bi-Weekly
2006,18,Male,82,Tennessee,Winter,No,PayPal,30,PayPal,Fortnightly
2007,58,Male,97,New Mexico,Fall,No,Debit Card,2,Credit Card,Annually
2008,26,Male,25,Virginia,Summer,No,Cash,8,PayPal,Quarterly
2009,57,Male,48,Florida,Spring,No,PayPal,27,PayPal,Every 3 Months
2010,37,Male,99,Alabama,Summer,No,Venmo,26,Venmo,Bi-Weekly
2011,24,Male,21,Texas,Summer,No,Venmo,3,Debit Card,Bi-Weekly
2012,57,Male,94,West Virginia,Spring,No,Debit Card,4,Bank Transfer,Monthly
2013,48,Male,53,Nevada,Fall,No,Bank Transfer,5,Cash,Fortnightly
2014,39,Male,70,Virginia,Winter,No,PayPal,25,Debit Card,Quarterly
2015,51,Male,26,Wisconsin,Summer,No,Venmo,47,PayPal,Bi-Weekly
2016,57,Male,82,Virginia,Summer,No,Debit Card,8,Credit Card,Fortnightly
2017,53,Male,47,Maine,Winter,No,Credit Card,20,Debit Card,Fortnightly
2018,70,Male,32,Massachusetts,Winter,No,Venmo,42,Bank Transfer,Every 3 Months
2019,60,Male,97,Arkansas,Fall,No,Debit Card,20,Bank Transfer,Weekly
2020,31,Male,68,Idaho,Winter,No,PayPal,23,Cash,Fortnightly
2021,41,Male,23,Pennsylvania,Winter,No,Credit Card,26,Cash,Quarterly
2022,62,Male,33,Maine,Winter,No,Debit Card,48,Venmo,Quarterly
2023,59,Male,38,Alabama,Winter,No,Bank Transfer,16,Cash,Bi-Weekly
2024,46,Male,68,Idaho,Winter,No,Bank Transfer,28,Cash,Bi-Weekly
2025,62,Male,23,Arkansas,Fall,No,Bank Transfer,39,PayPal,Weekly
2026,42,Male,29,Delaware,Summer,No,Bank Transfer,43,Debit Card,Fortnightly
2027,37,Male,35,Maine,Winter,No,Bank Transfer,45,Bank Transfer,Every 3 Months
2028,50,Male,73,Nebraska,Fall,No,Venmo,50,Credit Card,Every 3 Months
2029,29,Male,84,Ohio,Fall,No,Cash,10,Venmo,Bi-Weekly
2030,25,Male,23,Montana,Spring,No,Bank Transfer,40,PayPal,Quarterly
2031,66,Male,67,New Mexico,Summer,No,Venmo,38,Credit Card,Monthly
2032,21,Male,51,North Carolina,Spring,No,Credit Card,2,Credit Card,Monthly
2033,46,Male,36,South Carolina,Winter,No,Credit Card,13,Cash,Annually
2034,57,Male,55,Illinois,Summer,No,Cash,33,Venmo,Annually
2035,61,Male,30,Alabama,Spring,No,Credit Card,27,PayPal,Monthly
2036,53,Male,70,Oklahoma,Summer,No,Venmo,43,Bank Transfer,Weekly
2037,37,Male,63,Minnesota,Winter,No,PayPal,46,Cash,Weekly
2038,39,Male,87,Illinois,Summer,No,Cash,7,Venmo,Bi-Weekly
2039,53,Male,70,Arkansas,Spring,No,Debit Card,35,Credit Card,Fortnightly
2040,35,Male,51,Minnesota,Spring,No,Cash,31,Debit Card,Bi-Weekly
2041,69,Male,25,South Carolina,Spring,No,Debit Card,42,Venmo,Quarterly
2042,66,Male,32,New York,Winter,No,Cash,14,PayPal,Bi-Weekly
2043,19,Male,52,Alabama,Spring,No,Credit Card,35,Venmo,Monthly
2044,47,Male,33,New York,Summer,No,PayPal,49,PayPal,Weekly
2045,49,Male,68,Missouri,Spring,No,Cash,17,PayPal,Fortnightly
2046,31,Male,20,Georgia,Fall,No,PayPal,26,PayPal,Quarterly
2047,39,Male,32,Oklahoma,Winter,No,Bank Transfer,30,Cash,Every 3 Months
2048,58,Male,82,Connecticut,Summer,No,Cash,32,Cash,Annually
2049,45,Male,64,Michigan,Winter,No,Credit Card,35,Bank Transfer,Quarterly
2050,68,Male,24,Rhode Island,Fall,No,Debit Card,15,Venmo,Annually
2051,35,Male,96,Mississippi,Summer,No,Credit Card,10,Debit Card,Annually
2052,65,Male,94,Massachusetts,Spring,No,Cash,14,Credit Card,Monthly
2053,45,Male,48,New Hampshire,Winter,No,PayPal,30,Bank Transfer,Annually
2054,19,Male,60,Wyoming,Spring,No,Bank Transfer,16,Credit Card,Fortnightly
2055,65,Male,56,New Jersey,Spring,No,PayPal,14,PayPal,Annually
2056,28,Male,33,Texas,Fall,No,Debit Card,28,Bank Transfer,Weekly
2057,55,Male,46,Minnesota,Spring,No,Cash,29,PayPal,Monthly
2058,66,Male,37,South Dakota,Spring,No,Credit Card,5,PayPal,Every 3 Months
2059,29,Male,98,Washington,Winter,No,Debit Card,17,Bank Transfer,Quarterly
2060,56,Male,50,California,Spring,No,Cash,50,PayPal,Weekly
2061,21,Male,63,Wisconsin,Fall,No,Debit Card,23,Bank Transfer,Quarterly
2062,32,Male,70,Michigan,Summer,No,PayPal,22,Debit Card,Annually
2063,54,Male,63,South Carolina,Fall,No,PayPal,15,Cash,Quarterly
2064,61,Male,86,Indiana,Fall,No,Venmo,32,Cash,Monthly
2065,31,Male,99,Arkansas,Summer,No,Bank Transfer,5,Bank Transfer,Monthly
2066,27,Male,40,Oregon,Spring,No,PayPal,6,Bank Transfer,Bi-Weekly
2067,64,Male,92,Illinois,Fall,No,Credit Card,44,Debit Card,Fortnightly
2068,60,Male,21,Maryland,Fall,No,Cash,23,Cash,Fortnightly
2069,70,Male,81,Vermont,Summer,No,Credit Card,44,Venmo,Monthly
2070,36,Male,82,Texas,Fall,No,Cash,3,Debit Card,Quarterly
2071,56,Male,88,Nebraska,Spring,No,Cash,14,Cash,Monthly
2072,69,Male,100,South Carolina,Fall,No,Debit Card,37,PayPal,Quarterly
2073,39,Male,66,Massachusetts,Winter,No,Credit Card,22,Bank Transfer,Weekly
2074,38,Male,25,Texas,Winter,No,Debit Card,2,PayPal,Every 3 Months
2075,36,Male,53,Florida,Summer,No,Credit Card,44,Debit Card,Fortnightly
2076,46,Male,28,South Carolina,Fall,No,Bank Transfer,49,Debit Card,Monthly
2077,59,Male,23,Florida,Fall,No,Cash,22,Debit Card,Bi-Weekly
2078,64,Male,34,Nebraska,Fall,No,Bank Transfer,26,Bank Transfer,Annually
2079,49,Male,42,Hawaii,Spring,No,Venmo,40,Debit Card,Weekly
2080,32,Male,24,Montana,Summer,No,Debit Card,16,PayPal,Quarterly
2081,29,Male,47,South Dakota,Fall,No,Credit Card,17,Debit Card,Bi-Weekly
2082,24,Male,78,Alabama,Spring,No,Credit Card,48,Bank Transfer,Bi-Weekly
2083,41,Male,89,Arkansas,Summer,No,Cash,28,Venmo,Every 3 Months
2084,41,Male,59,Mississippi,Fall,No,Credit Card,26,Credit Card,Fortnightly
2085,32,Male,94,Vermont,Summer,No,Bank Transfer,43,Bank Transfer,Quarterly
2086,69,Male,49,New York,Fall,No,Cash,38,Debit Card,Weekly
2087,65,Male,89,North Dakota,Summer,No,Credit Card,36,Cash,Every 3 Months
2088,54,Male,91,Wisconsin,Summer,No,Credit Card,1,Credit Card,Weekly
2089,39,Male,89,California,Spring,No,Cash,49,Debit Card,Annually
2090,37,Male,57,Maryland,Spring,No,Cash,41,Credit Card,Every 3 Months
2091,51,Male,71,Massachusetts,Winter,No,Debit Card,21,Debit Card,Monthly
2092,26,Male,97,Washington,Fall,No,PayPal,24,Bank Transfer,Quarterly
2093,42,Male,45,Minnesota,Fall,No,Bank Transfer,27,Bank Transfer,Weekly
2094,21,Male,91,Washington,Spring,No,Venmo,4,Debit Card,Annually
2095,53,Male,25,South Carolina,Spring,No,Bank Transfer,19,Venmo,Annually
2096,36,Male,63,New Mexico,Fall,No,Credit Card,1,Bank Transfer,Fortnightly
2097,21,Male,52,North Carolina,Summer,No,Debit Card,27,Debit Card,Annually
2098,33,Male,43,Iowa,Winter,No,Credit Card,5,Credit Card,Weekly
2099,49,Male,28,Louisiana,Summer,No,Credit Card,20,Venmo,Quarterly
2100,31,Male,78,Oklahoma,Summer,No,Debit Card,50,PayPal,Annually
2101,68,Male,31,Michigan,Spring,No,PayPal,36,Cash,Fortnightly
2102,49,Male,23,Oregon,Winter,No,Cash,12,Bank Transfer,Bi-Weekly
2103,23,Male,25,Idaho,Spring,No,PayPal,23,Cash,Monthly
2104,30,Male,86,Indiana,Summer,No,PayPal,21,Venmo,Weekly
2105,53,Male,88,New Mexico,Spring,No,Bank Transfer,47,Venmo,Weekly
2106,65,Male,35,South Carolina,Spring,No,Credit Card,38,Venmo,Bi-Weekly
2107,60,Male,34,Vermont,Fall,No,Cash,40,Credit Card,Every 3 Months
2108,46,Male,75,Delaware,Winter,No,PayPal,35,PayPal,Quarterly
2109,54,Male,46,North Dakota,Winter,No,Debit Card,4,Credit Card,Quarterly
2110,59,Male,31,California,Fall,No,Cash,28,Venmo,Every 3 Months
2111,52,Male,93,Montana,Spring,No,Cash,36,Debit Card,Every 3 Months
2112,41,Male,85,Missouri,Spring,No,Credit Card,15,Bank Transfer,Annually
2113,43,Male,68,Tennessee,Fall,No,Credit Card,7,Cash,Fortnightly
2114,63,Male,40,Virginia,Spring,No,Credit Card,29,PayPal,Every 3 Months
2115,37,Male,51,Vermont,Winter,No,Credit Card,12,Debit Card,Annually
2116,44,Male,85,Rhode Island,Winter,No,Credit Card,16,Bank Transfer,Bi-Weekly
2117,67,Male,23,Kansas,Summer,No,PayPal,50,Debit Card,Bi-Weekly
2118,27,Male,28,Colorado,Summer,No,Bank Transfer,11,Debit Card,Annually
2119,60,Male,44,Georgia,Fall,No,Bank Transfer,28,Debit Card,Quarterly
2120,58,Male,57,Nebraska,Spring,No,Debit Card,36,Venmo,Bi-Weekly
2121,53,Male,98,Missouri,Fall,No,Venmo,38,PayPal,Quarterly
2122,43,Male,68,Alaska,Winter,No,Credit Card,32,Bank Transfer,Monthly
2123,32,Male,36,Virginia,Fall,No,PayPal,42,Debit Card,Weekly
2124,54,Male,71,Nebraska,Spring,No,Cash,22,Debit Card,Bi-Weekly
2125,47,Male,60,Rhode Island,Fall,No,Venmo,22,Venmo,Quarterly
2126,57,Male,87,New Hampshire,Fall,No,Credit Card,31,PayPal,Quarterly
2127,63,Male,38,Alabama,Winter,No,PayPal,28,Credit Card,Monthly
2128,70,Male,45,North Carolina,Spring,No,Credit Card,40,Debit Card,Weekly
2129,62,Male,47,New Mexico,Fall,No,PayPal,21,PayPal,Weekly
2130,40,Male,57,Minnesota,Fall,No,Credit Card,12,PayPal,Every 3 Months
2131,25,Male,68,Arizona,Summer,No,Debit Card,33,Credit Card,Annually
2132,19,Male,52,Montana,Fall,No,Credit Card,9,Bank Transfer,Fortnightly
2133,25,Male,87,Vermont,Fall,No,PayPal,15,Debit Card,Weekly
2134,21,Male,34,Maine,Summer,No,PayPal,13,Bank Transfer,Annually
2135,55,Male,41,Virginia,Winter,No,Venmo,35,Credit Card,Fortnightly
2136,34,Male,94,California,Winter,No,Credit Card,1,Debit Card,Every 3 Months
2137,47,Male,93,New York,Summer,No,Bank Transfer,25,Bank Transfer,Fortnightly
2138,27,Male,51,Indiana,Winter,No,Bank Transfer,20,Credit Card,Every 3 Months
2139,67,Male,42,Mississippi,Fall,No,Venmo,36,Venmo,Quarterly
2140,40,Male,95,New York,Winter,No,Credit Card,33,Cash,Weekly
2141,53,Male,90,New Mexico,Fall,No,Cash,36,Cash,Fortnightly
2142,24,Male,98,Kentucky,Winter,No,Credit Card,32,PayPal,Annually
2143,47,Male,39,North Dakota,Winter,No,Venmo,21,Venmo,Quarterly
2144,53,Male,66,Arkansas,Fall,No,Debit Card,48,Venmo,Bi-Weekly
2145,47,Male,23,Maryland,Winter,No,Cash,25,PayPal,Quarterly
2146,38,Male,73,Connecticut,Winter,No,Debit Card,32,PayPal,Annually
2147,48,Male,23,Utah,Summer,No,Debit Card,45,PayPal,Every 3 Months
2148,47,Male,43,Missouri,Fall,No,PayPal,4,Cash,Fortnightly
2149,19,Male,45,Nebraska,Winter,No,PayPal,19,PayPal,Bi-Weekly
2150,38,Male,21,Hawaii,Winter,No,Bank Transfer,1,Bank Transfer,Weekly
2151,57,Male,40,Illinois,Spring,No,PayPal,12,Cash,Weekly
2152,70,Male,58,Vermont,Fall,No,Venmo,18,Venmo,Monthly
2153,38,Male,48,New Jersey,Summer,No,Bank Transfer,43,Bank Transfer,Bi-Weekly
2154,35,Male,94,Kentucky,Fall,No,Credit Card,31,PayPal,Annually
2155,46,Male,74,Wyoming,Spring,No,Debit Card,33,Cash,Every 3 Months
2156,32,Male,51,Hawaii,Fall,No,Debit Card,46,PayPal,Monthly
2157,38,Male,83,Missouri,Winter,No,PayPal,41,Debit Card,Bi-Weekly
2158,41,Male,68,Mississippi,Winter,No,Debit Card,41,Venmo,Fortnightly
2159,19,Male,84,Massachusetts,Spring,No,Credit Card,9,Bank Transfer,Fortnightly
2160,18,Male,58,Louisiana,Fall,No,PayPal,34,Cash,Annually
2161,45,Male,92,West Virginia,Winter,No,Bank Transfer,21,PayPal,Annually
2162,23,Male,69,Washington,Summer,No,Credit Card,5,Debit Card,Fortnightly
2163,60,Male,48,Oregon,Summer,No,Credit Card,32,PayPal,Weekly
2164,52,Male,60,New York,Spring,No,Bank Transfer,44,Bank Transfer,Monthly
2165,42,Male,20,Iowa,Winter,No,Venmo,46,PayPal,Bi-Weekly
2166,29,Male,55,Idaho,Summer,No,Bank Transfer,42,Credit Card,Every 3 Months
2167,31,Male,88,New Jersey,Spring,No,Venmo,50,Credit Card,Bi-Weekly
2168,30,Male,48,Ohio,Winter,No,Venmo,33,Venmo,Fortnightly
2169,23,Male,74,Connecticut,Spring,No,Bank Transfer,32,Cash,Quarterly
2170,31,Male,42,Florida,Fall,No,PayPal,32,Bank Transfer,Bi-Weekly
2171,40,Male,32,South Carolina,Fall,No,PayPal,37,Venmo,Every 3 Months
2172,39,Male,98,Missouri,Summer,No,Credit Card,9,Cash,Fortnightly
2173,28,Male,89,Rhode Island,Fall,No,Bank Transfer,6,PayPal,Fortnightly
2174,23,Male,97,Delaware,Summer,No,Cash,36,Venmo,Quarterly
2175,42,Male,49,Colorado,Spring,No,Cash,1,Cash,Annually
2176,68,Male,50,Nebraska,Spring,No,Bank Transfer,48,Credit Card,Fortnightly
2177,24,Male,91,Vermont,Winter,No,Venmo,44,Debit Card,Quarterly
2178,24,Male,93,Montana,Winter,No,Bank Transfer,9,PayPal,Bi-Weekly
2179,21,Male,98,Florida,Summer,No,Debit Card,32,Venmo,Annually
2180,49,Male,82,Delaware,Fall,No,Credit Card,14,PayPal,Monthly
2181,41,Male,37,Connecticut,Summer,No,Debit Card,43,Cash,Quarterly
2182,22,Male,63,Hawaii,Fall,No,Venmo,32,Bank Transfer,Bi-Weekly
2183,42,Male,99,New Mexico,Winter,No,Cash,26,Venmo,Bi-Weekly
2184,30,Male,37,Kansas,Spring,No,PayPal,2,Cash,Monthly
2185,38,Male,34,Nevada,Spring,No,PayPal,16,PayPal,Every 3 Months
2186,40,Male,32,North Carolina,Winter,No,Venmo,50,Debit Card,Every 3 Months
2187,55,Male,23,New Mexico,Winter,No,Bank Transfer,6,PayPal,Every 3 Months
2188,37,Male,78,Idaho,Spring,No,Venmo,20,PayPal,Annually
2189,41,Male,54,California,Winter,No,PayPal,9,Credit Card,Weekly
2190,38,Male,94,Wisconsin,Fall,No,PayPal,47,Credit Card,Bi-Weekly
2191,42,Male,75,Alaska,Spring,No,Debit Card,33,Credit Card,Annually
2192,26,Male,69,Pennsylvania,Summer,No,Venmo,46,Cash,Bi-Weekly
2193,41,Male,35,Virginia,Winter,No,Bank Transfer,9,Credit Card,Monthly
2194,27,Male,78,California,Spring,No,Bank Transfer,8,PayPal,Monthly
2195,61,Male,29,Kentucky,Summer,No,Debit Card,48,Bank Transfer,Quarterly
2196,58,Male,62,New York,Fall,No,Credit Card,2,Cash,Monthly
2197,25,Male,58,Vermont,Spring,No,Venmo,31,PayPal,Weekly
2198,33,Male,88,Pennsylvania,Summer,No,PayPal,40,Venmo,Monthly
2199,57,Male,80,New York,Summer,No,Cash,35,Venmo,Monthly
2200,39,Male,47,North Carolina,Summer,No,Bank Transfer,40,Debit Card,Monthly
2201,60,Male,51,Wyoming,Summer,No,PayPal,27,Debit Card,Every 3 Months
2202,39,Male,25,Ohio,Spring,No,Bank Transfer,10,Venmo,Annually
2203,42,Male,36,Alabama,Summer,No,PayPal,23,Credit Card,Weekly
2204,53,Male,79,Rhode Island,Winter,No,Venmo,32,Cash,Quarterly
2205,20,Male,41,Oregon,Winter,No,Venmo,6,Debit Card,Monthly
2206,46,Male,68,North Dakota,Fall,No,PayPal,27,PayPal,Weekly
2207,46,Male,51,Illinois,Spring,No,PayPal,25,Bank Transfer,Fortnightly
2208,69,Male,38,New Mexico,Fall,No,Debit Card,11,Credit Card,Annually
2209,28,Male,46,Colorado,Summer,No,Debit Card,23,PayPal,Monthly
2210,42,Male,20,Utah,Summer,No,Credit Card,44,Bank Transfer,Quarterly
2211,30,Male,25,Virginia,Summer,No,Venmo,35,PayPal,Fortnightly
2212,50,Male,89,Maine,Winter,No,PayPal,45,Debit Card,Every 3 Months
2213,59,Male,77,Nebraska,Winter,No,PayPal,22,Bank Transfer,Quarterly
2214,54,Male,94,Hawaii,Fall,No,Credit Card,18,Debit Card,Quarterly
2215,50,Male,100,Idaho,Fall,No,Cash,20,Debit Card,Weekly
2216,25,Male,96,West Virginia,Winter,No,Debit Card,28,Credit Card,Fortnightly
2217,41,Male,36,Vermont,Winter,No,Credit Card,15,Venmo,Bi-Weekly
2218,35,Male,27,Indiana,Fall,No,Bank Transfer,42,Bank Transfer,Fortnightly
2219,67,Male,67,Idaho,Winter,No,Cash,20,Debit Card,Quarterly
2220,33,Male,91,Minnesota,Fall,No,PayPal,16,Bank Transfer,Fortnightly
2221,19,Male,62,Wyoming,Fall,No,Cash,47,Cash,Annually
2222,25,Male,88,Kansas,Fall,No,Debit Card,34,Credit Card,Annually
2223,32,Male,66,Georgia,Summer,No,PayPal,30,Credit Card,Weekly
2224,30,Male,65,Kansas,Fall,No,Credit Card,5,PayPal,Quarterly
2225,18,Male,25,Nebraska,Winter,No,Credit Card,38,Cash,Quarterly
2226,38,Male,64,Washington,Spring,No,Credit Card,18,Credit Card,Annually
2227,22,Male,72,Missouri,Spring,No,Credit Card,28,Cash,Annually
2228,40,Male,74,Washington,Summer,No,Venmo,42,Credit Card,Fortnightly
2229,54,Male,50,Kansas,Fall,No,Debit Card,5,Credit Card,Weekly
2230,70,Male,97,Minnesota,Fall,No,Bank Transfer,50,Venmo,Monthly
2231,52,Male,36,Colorado,Spring,No,Debit Card,33,Venmo,Fortnightly
2232,34,Male,49,Utah,Fall,No,Cash,1,Credit Card,Weekly
2233,65,Male,64,North Carolina,Spring,No,Bank Transfer,14,Cash,Fortnightly
2234,38,Male,31,Florida,Summer,No,Credit Card,48,Credit Card,Monthly
2235,35,Male,66,New Hampshire,Winter,No,Cash,26,Cash,Weekly
2236,40,Male,82,Illinois,Spring,No,Credit Card,44,Credit Card,Annually
